CUST_ID,GENDER,BALANCE,PURCHASES,BALANCE_FREQUENCY,CASH_ADVANCE,CASH_ADVANCE_TRX,PURCHASES_FREQUENCY,PURCHASES_TRX,ONEOFF_PURCHASES_FREQUENCY,CASH_ADVANCE_FREQUENCY,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE
C17611,,18.627266,309.26,0.888889,0.0,0.0,0.888889,14,0.0,0.0,1500.0,272.654072,122.277171,9
C13162,M,1057.142919,789.96,1.0,0.0,0.0,1.0,21,,0.0,8000.0,1328.926056,216.592529,12
C17150,M,69.920933,680.0,0.727273,0.0,0.0,0.727273,8,,0.0,3500.0,668.711777,184.993332,11
C16173,F,5481.094936,249.75,1.0,755.925861,5.0,0.25,3000,0.0,0.25,6000.0,1715.681945,1700.897107,12
C12931,F,189.11961,429.88,1.0,0.0,0.0,1.0,19,,0.0,10000.0,723.776734,203.340471,12
C16676,,1530.51083,0.0,1.0,485.900288,1.0,0.0,0,,0.125,5000.0,476.34769,317.958715,8
C10197,M,38.615644,280.4,0.727273,0.0,0.0,0.25,3,0.25,0.0,6150.0,254.392984,55.79974,12
C10790,F,5639.464394,717.18,1.0,3856.971744,16.0,0.416667,7,,0.75,7000.0,1460.652254,1540.175186,12
C16669,,470.91505,907.5,1.0,0.0,0.0,0.583333,10,0.166667,0.0,1500.0,1065.270854,187.996032,12
C11537,,3241.29164,1119.56,1.0,4755.162871,14.0,1.0,13,,0.833333,12500.0,1441.367488,782.318388,12
C18469,,94.604491,816.0,1.0,0.0,0.0,1.0,12,,0.0,2500.0,694.054946,154.937506,12
C11318,,1727.295159,719.76,1.0,0.0,0.0,583.333,12,0.166667,0.0,1800.0,724.437944,732.309926,12
C11466,F,868.98325,1104.65,0.818182,1180.074937,2.0,0.416667,8,,0.166667,1800.0,1962.562543,579.554418,12
C16394,F,1049.109012,200.02,1.0,0.0,0.0,0.5,6,0.0,0.0,1000.0,548.458069,992.622332,12
C15935,,4940.113918,814.66,1.0,908.434086,1.0,0.583333,8,0.583333,0.083333,10000.0,1904.849069,1428.029439,12
C15399,,1121.018433,0.0,1.0,410.041428,2.0,0.0,0,,0.083333,1500.0,858.248769,296.752391,12
C16128,M,53.583548,553.85,0.818182,0.0,0.0,0.75,19,0.416667,0.0,4200.0,846.787917,150.804339,12
C18673,M,5.629313,62.72,0.222222,0.0,0.0,0.444444,4,0.0,0.0,1500.0,31.523069,29.715632,9
C10580,M,3294.37955,0.0,1.0,2546.891416,3.0,0.0,0,,0.083333,4000.0,1084.059239,1228.291582,12
C15983,,11.896546,86.0,0.363636,0.0,0.0,0.083333,1,0.083333,0.0,8000.0,488.720214,85.079975,12
C14159,,3298.236901,385.0,1.0,0.0,0.0,0.083333,1,,0.0,7100.0,911.237387,785.033485,12
C11784,,5.270593,69.57,0.181818,0.0,0.0,0.083333,2,0.083333,,4000.0,411.825987,83.449559,12
C18863,F,115.61103,379.32,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,281.152056,179.901711,-12
C14009,M,32.903658,391.5,1.0,0.0,0.0,0.75,9,,0.0,6500.0,405.250915,162.812944,12
C10833,,81.762162,777.04,0.909091,0.0,0.0,0.833333,20,,0.0,7500.0,753.811533,162.763716,12
C12655,,87.802127,803.95,0.818182,0.0,0.0,0.5,8000,,0.0,1000.0,1134.379946,137.584907,
C13593,,4315.123399,3927.58,1.0,0.0,0.0,1.0,21,,0.0,11000.0,1518.432988,1317.32547,12
C18132,M,939.989584,0.0,1.0,56.443763,2.0,0.0,0,,0.083333,1000.0,214.758351,184.671844,12
C15079,M,299.82542,480.0,1.0,416.566286,3.0,1.0,8,,0.428571,1000.0,113.970639,100.59858,7
C11499,M,4116.869029,0.0,1.0,5884.641102?ñ,2000.0,0.0,0,,0.166667,10500.0,7310.396611,1401.251858,12
C17252,,1512.574159,622.03,1.0,1344.577203?ñ,6.0,1.0,17,0.0,0.416667,1800.0,1064.435406,677.9132,??
C11935,,92.816307,345.66,1.0,0.0,0.0,0.75,10,,0.0,1000.0,383.914659,192.645506,-12
C16650,,826.344973,108.4,1.0,950.872647,1.0,0.363636,4,,0.090909,1000.0,2068.816672,276.536946,11
C15651,,4241.864828,225.08,1.0,2842.771908,17.0,0.090909,2,,1.0,5000.0,2011.126751,1282.428401,11
C10701,M,4094.433899,0.0,1.0,1618.325972,8.0,0.0,0,0.0,0.5,7500.0,1070.599052,1441.148962,12
C12659,,36.868847,360.0,1.0,0.0,0.0,0.5,6,0.0,0.0,3000.0,286.431721,91.31394,-12
C11402,,4240.449485,2798.36,1.0,48.46298,1.0,0.428571,4,0.428571,0.142857,4500.0,539.231042,931.531127,7
C18015,,615.726189,1317.34,0.666667,0.0,0.0,222.222,2,0.222222,0.0,2500.0,328.995042,185.210313,9
C15179,,122.684019,1267.0,0.875,0.0,0.0,0.875,12,,,2500.0,1263.464175,111.639152,8
C13071,M,891.111576,698.99,0.909091,1208.994937,13.0,0.545455,6,,0.363636,1500.0,2152.76797,371.913747,11
C18114,,1712.340703,1711.36,1.0,0.0,0.0,1.0,17,0.25,0.0,3500.0,1389.388725,1106.494745,12
C14465,M,1172.183909,1700.0,1.0,0.0,0.0,0.666667,10,0.083333,0.0,8000.0,1271.291305,360.944075,12
C11690,,1624.651156,0.0,0.636364,2684.507978,9.0,0.0,0,0.0,0.166667,6000.0,894.813551,905.546225,12
C11418,,1064.037564,55.52,0.9,0.0,0.0,0.4,4,,0.0,4000.0,2427.690302,717.747014,10
C19063,,65.543866,522.5,1.0,0.0,0.0,0.666667,6,,0.0,1500.0,539.012923,105.04247,9
C13906,M,19.281564,428.9,0.727273,0.0,0.0,0.583333,7,,0.0,10500.0,418.803807,72.655775,12
C14023,,113.629276,798.0,0.272727,0.0,0.0,0.083333,1,0.083333,0.0,5000.0,4372.014696,84.491283,12
C17899,F,2272.494247,614.37,1.0,2072.631184,5.0,0.75,23,0.333333,0.166667,2500.0,617.216175,915.672534,12
C10443,,1648.721384,0.0,1.0,39.646806,2.0,0.0,0,,0.090909,1800.0,357.836436,631.106468,11
C17037,,1098.52228,285.24,1.0,0.0,0.0,0.5,??,0.0,0.0,1200.0,554.294411,724.979174,12
C13937,M,1110.047967,0.0,1.0,569.881041,1.0,0.0,0?ñ,0.0,0.083333,3500.0,3544.922751,554.98066,12
C12947,,54.952957,470.12,0.636364,0.0,0.0,0.333333,4,,0.0,10000.0,1042.208975,178.107513,12
C15564,M,1322.005771,0.0,1.0,159.292225,3.0,0.0,0,,0.25,1500.0,404.269442,424.156288,12
C11281,,12.40875,85.5,0.3,0.0,0.0,0.1,1,,,1500.0,414.010478,72.47544,10
C16767,,1667.851788,0.0,0.9,5133.373227,13.0,0.0,0,,0.6,3000.0,2822.457351,471.885081,10
C13517,M,3197.652201,0.0,1.0,4179.249342,2.0,0.0,0,,0.166667,5000.0,6103.93835,759.570108,12
C11932,F,2572.878701,3975.0,1.0,0.0,0.0,0.416667,5,0.416667,0.0,4000.0,2386.982592,667.024916,12
C14749,,22.187914,0.0,1.0,147.48527,1.0,0.0,0,,,3000.0,182.533898,155.060934,12
C14792,,2719.639153,715.81,1.0,0.0,0.0,0.333333,7,0.333333,0.0,10000.0,694.102974,724.758705,-12
C10492,,1481.43247,0.0,1.0,149.36039,1.0,0.0,0,,0.083333,1800.0,586.426259,494.954634,-12
C17735,F,844.022439,0.0,1.0,1125.228876,3.0,0.0,0,,0.166667,2500.0,535.604592,237.229776,12
C16940,F,1532.106106,1478.98,1000.0,0.0,0.0,0.916667,27,,0.0,3000.0,1016.511227,377.143061,12
C13745,F,739.124439,380.8,0.727273,983.2321,2.0,0.416667,7,0.25,0.083333,4500.0,464.271303,211.836739,12
C12375,,933.150722,0.0,0.727273,1374.764359,1.0,0.0,0,0.0,0.090909,1500.0,360.729411,335.993476,11
C18734,,3074.49082,0.0,1.0,3382.232089,2.0,0.0,0,,0.166667,4000.0,3249.404994,695.004032,12
C11940,,69.352136,636.15,1.0,0.0,0.0,0.833333,16,0.0,0.0,10000.0,837.801642,193.410391,12
C17884,,1.344661,785.9,0.181818,0.0,0.0,1.0,20,0.0,0.0,3000.0,789.264325,0.319475,12
C18271,,1321.645967,0.0,1000.0,91.920629,1.0,0.0,0,,0.083333,1500.0,317.384166,543.171342,12
C11954,,1106.697298,1260.13,1.0,0.0,0.0,0.2,3,0.2,0.0,6500.0,1556.574701,238.440314,10
C17059,F,56.726412,268.68,1.0,0.0,0.0,1.0,12,0.0,0.0,3500.0,261.671184,198.263057,12
C19073,F,7.4726,63.4,0.333333,0.0,0.0,0.222222,2,,0.0,500.0,83.417439,106.028116,9
C16606,M,3312.514107,0.0,1.0,830.921998,5.0,0.0,0,,,6500.0,962.359607,861.467363,12
C12292,M,684.658511,184.68,1.0,0.0,0.0,1.0,12,0.0,0.0,2900.0,2837.204108,350.27437,12
C14046,F,3048.011738,1271.34,1.0,0.0,0.0,0.75,24,,0.0,3200.0,1216.277275,1864.446362,12
C17515,,52.358663,658.24,0.454545,0.0,0.0,0.166667,2,0.166667,0.0,4000.0,1609.331101,149.861526,12
C15546,,165.721899,231.51,1000.0,0.0,0.0,0.833333,24,,0.0,4300.0,90.964048,208.147019,12
C15383,,27.17079,275.0,0.909091,0.0,0.0,0.833333,10,0.0,0.0,3000.0,299.572759,149.944032,12
C12150,F,1109.911791,3150.0,1.0,0.0,0.0,1000.0,??,0.083333,0.0,2500.0,2694.972436,431.443631,12
C17559,,475.301123,415.47,1.0,762.195411,3.0,0.166667,2,,0.25,7000.0,3965.150992,177.117122,12
C13733,F,47.722183,440.37,636.364,0.0,0.0,0.583333,8,,0.0,1200.0,674.726783,168.430684,-12
C12663,M,443.202789,350.31,1.0,153.173663,3.0,0.25,3,0.0,0.25,4500.0,398.335288,223.457783,12
C13829,,784.959164,0.0,1.0,397.992799?ñ,2.0,0.0,0,,0.083333,3500.0,223.240044,279.341188,12
C14441,,907.680311,0.0,1.0,159.333467,1.0,0.0,0,,0.083333,1200.0,1368.734996,229.658625,12
C17521,M,528.324583,0.0,0.909091,2101.089889,7.0,0.0,0,0.0,0.416667,3000.0,1398.911214,167.442242,12
C15532,,2899.781468,223.62,1.0,507.263645,2.0,0.333333,6,0.25,0.083333,3000.0,1059.352415,683.372766,
C13977,,1386.712561,0.0,1.0,699.804757,7.0,0.0,0,0.0,0.333333,1500.0,848.630874,520.077775,12
C15850,,2487.42306,113.25,1000.0,512.570394,3000.0,0.416667,5,0.0,0.083333,2500.0,600.106329,1033.145181,12
C13525,,140.715619,1562.4,0.888889,0.0,0.0,0.888889,12,,0.0,2500.0,1140.945539,134.478322,9
C12743,F,72.794263,227.64,1.0,0.0,0.0,1.0,12,,0.0,2500.0,159.044676,170.517535,12
C14058,,4.160112,70.56,1.0,0.0,0.0,1.0,12,0.0,0.0,6000.0,54.598522,41.07052,12
C12880,,115.376754,448.15,1.0,0.0,0.0,1.0,13,,0.0,9000.0,423.564594,174.871144,12
C11392,,130.977369,527.0,1.0,0.0,0.0,0.416667,6,0.25,0.0,7500.0,493.086038,169.34887,12
C19061,,48.161019,318.05,0.777778,0.0,0.0,0.444444,8?ñ,,0.0,1200.0,425.122515,72.507248,9
C11215,,1393.527992,0.0,0.818182,1829.287087,1.0,0.0,0,,0.083333,9000.0,638.403004,783.207678,12
C14240,,194.818874,1902.47,1.0,0.0,0.0,0.916667,11,,0.0,7000.0,1896.961677,147.541524,12
C18596,,391.07025,2616.0,1.0,0.0,0.0,1.0,12,,0.0,2000.0,2186.334191,224.709953,12
C15191,,122.113869,1105.92,1.0,0.0,0.0,1.0,12,0.0,0.0,2500.0,1105.854643,173.332353,12
C17341,M,7.099375,81.12,0.363636,0.0,0.0,0.25,3,0.0,0.0,4000.0,157.006258,86.15393,12
C14928,,4.12565,25.69,0.363636,0.0,0.0,0.083333,1,0.083333,0.0,4500.0,163.352538,128.336305,12?ñ
C18351,F,1723.733705,0.0,1.0,1043.260997,5.0,0.0,0,,0.333333,2200.0,428.244891,574.800789,12
C13019,,1294.324002,0.0,1.0,101.183886,1.0,0.0,0,,0.083333,1500.0,495.527043,393.227405,12
C14507,M,2679.811246,0.0,1.0,154.629617,1.0,0.0,0,0.0,0.083333,3000.0,713.179379,1013.177624,12
C15213,F,138.459191,327.94,1.0,0.0,0.0,1.0,26,,0.0,5000.0,188.683162,208.663344,12
C19128,F,204.440114,384.81,1.0,0.0,0.0,1.0,8,,0.0,1000.0,89.921689,100.913002,7
C15377,M,30.327329,284.34,0.909091,0.0,0.0,0.333333,6,,0.0,1200.0,269.948292,101.35824,12
C14788,,1396.279238,3380.44,1.0,0.0,0.0,1.0,27,,0.0,3500.0,5451.794841,385.003688,12
C11031,F,2285.068731,0.0,1.0,1173.310874,5.0,0.0,0,0.0,0.166667,2500.0,381.672065,1003.265207,12
C12623,F,93.964086,815.34,1.0,0.0,0.0,0.916667,14,0.25,0.0,2500.0,361.786239,125.693866,12
C18424,,1990.482788,55.0,0.818182,5807.425413,6.0,0.090909,1,,0.272727,3500.0,3170.513718,759.519555,11
C17616,,145.47022,95.0,1.0,0.0,0.0,0.25,4,,0.0,1500.0,175.248349,162.398092,12
C16162,,788.425212,94.38,1.0,1461.675329,10.0,0.166667,3,,0.5,2500.0,1593.278155,401.341447,12
C15063,,206.978089,0.0,1.0,500.665069,2.0,0.0,0,,0.090909,3000.0,936.856845,163.934517,11
C12248,,2005.414367,0.0,1.0,510.618121,3.0,0.0,0,0.0,0.25,2100.0,746.145517,477.944936,12
C17785,F,1247.905033,553.67,1.0,0.0,0.0,0.916667,11,0.0,0.0,1200.0,1927.232575,1247.614497,12
C17205,,84.366783,776.92,0.909091,0.0,0.0,0.833333,10,,0.0,3000.0,752.509422,166.421449,12
C16550,M,2054.983361,1058.58,1.0,??,0.0,1.0,16,,0.0,6000.0,461.980524,439.448245,12
C11688,,49.416158,590.0,0.727273,0.0,0.0,0.583333,7,,0.0,6000.0,836.812414,127.768461,12
C16189,,493.557307,1653.34,0.909091,1949.228028,2.0,0.583333,13,,0.166667,2500.0,3719.691848,199.34309,12
C13659,,-896.619803,128.86,1.0,0.0,0.0,0.166667,2,0.0,0.0,1200.0,1606.846759,927.291416,12
C18617,,383.449462,1159.06,1.0,0.0,0.0,0.75,28,0.75,0.0,500.0,1346.951277,262.260305,12
C11173,F,51.422178,0.0,0.636364,1504.179802,16.0,0.0,0,,0.5,5500.0,1444.167453,70.384975,12
C16445,F,1253.290131,138.0,1.0,0.0,0.0,0.083333,2,0.083333,0.0,9000.0,302.161387,414.1429,-12
C18150,F,30.044075,420.0,1.0,0.0,0.0,1.0,12,0.0,0.0,1500.0,415.969082,163.023401,12
C16925,M,974.130505,482.8,1000.0,0.0,0.0,1.0,17,,0.0,4500.0,567.680103,380.886977,12
C17797,,1619.001848,0.0,0.363636,4892.793928,3.0,0.0,0,0.0,0.181818,5000.0,368.653175,403.883591,11
C18698,,22.987395,200.0,0.454545,0.0,0.0,0.363636,4,,0.0,2000.0,490.14841,161.906196,11
C18453,F,404.316166,176.0,1.0,0.0,0.0,0.416667,5,0.0,0.0,1000.0,157.644753,193.242502,12?ñ
C18230,M,15.740657,72.0,0.727273,0.0,0.0,0.25,5,,0.0,1000.0,44.098703,205.53426,12
C10409,M,2502.264409,0.0,1.0,2368.872642,,0.0,0,0.0,0.083333,10000.0,541.308981,724.956358,12
C17570,,228.107524,510.32,1.0,0.0,0.0,1.0,23,0.333333,0.0,5000.0,552.200643,182.025154,
C18097,F,202.681879,312.5,1.0,170.577213,2.0,0.166667,3,0.166667,0.166667,500.0,188.382752,208.991873,12
C13862,,716.970968,378.35,1.0,801.879454,8.0,1.0,7,0.0,0.428571,1000.0,211.734375,317.6652,7
C17047,,1337.107101,466.67,1.0,0.0,0.0,0.5,15,0.0,0.0,1500.0,555.683726,577.688088,12
C16564,M,50.962159,803.45,0.454545,0.0,0.0,0.333333,8,,0.0,5500.0,797.779992,174.831289,12
C11571,M,903.031624,494.7,1.0,1111.69,6.0,0.833333,10,0.0,0.166667,1000.0,2210.461973,879.12421,12
C12638,F,1585.806548,0.0,1.0,274.3843,1.0,0.0,0,0.0,0.083333,2000.0,566.302426,351.844812,12
C10503,,456.648662,3355.33,1.0,0.0,0.0,0.916667,27,,0.0,6500.0,2087.871747,207.584121,12
C17119,,234.36305,668.27,0.727273,0.0,0.0,0.583333,8,,0.0,4000.0,143.21216,191.898595,-12
C17208,M,-49.401973,373.34,0.727273,0.0,0.0,0.333333,4,0.25,0.0,5000.0,584.836547,153.35767,-12
C14544,M,1494.221853,356.62,1.0,0.0,0.0,0.333333,6,,0.0,1600.0,641.34086,663.87709,12
C12056,,2097.603234,963.21,1.0,0.0,0.0,1.0,11,1.0,0.0,2100.0,622.542212,1252.200387,6
C17663,,1433.404387,0.0,1.0,1190.745349,4.0,0.0,0,0.0,0.25,2000.0,993.072444,388.124821,12
C11182,F,1180.758966,1274.54,1.0,0.0,0.0,0.833333,21,0.833333,0.0,4500.0,1351.787519,285.440312,12
C14073,F,3.141961,16.0,0.181818,0.0,0.0,0.083333,1,0.083333,0.0,5500.0,656.045331,120.437462,12
C10895,M,993.533549,851.68,1.0,1515.648089,4.0,0.833333,12,,0.083333,1500.0,1660.242557,512.342306,12
C12377,F,5897.491823,0.0,1.0,3318.487381,8.0,0.0,0,0.0,0.333333,7500.0,1417.970244,1809.974326,12
C16709,,617.597272,0.0,0.714286,1080.735496,9.0,0.0,0,,0.285714,1200.0,111.579389,180.970792,7
C16578,,372.722601,819.7,909.091,0.0,0.0,0.909091,10,,0.0,1500.0,87.828439,194.003982,11
C11774,,146.04887,3256.15,0.909091,0.0,0.0,0.916667,22,,0.0,6500.0,3498.681846,74.878694,12
C13184,F,906.830419,129.0,1.0,2168.295882,2.0,0.083333,1,0.083333,0.166667,1700.0,2152.93568,539.700832,12
C15451,,2786.743524,231.63,1.0,0.0,0.0,0.5,6,,,3000.0,711.838166,750.333981,-12
C15587,,1458.775165,0.0,1.0,1759.295218,10.0,0.0,0,0.0,0.333333,3500.0,856.740386,379.255051,12
C18687,,4572.797303,65.0,1.0,5075.019446,8.0,0.125,1,,0.375,5500.0,657.437413,723.25892,8
C12344,M,1301.549278,0.0,1.0,72.681585,1.0,0.0,0,0.0,0.083333,1500.0,317.211622,531.398722,12
C14932,F,348.646985,230.0,0.818182,1099.152158,1.0,0.166667,2,,0.083333,1200.0,443.364076,271.562248,12
C10213,,2.67713,43.39,0.090909,0.0,0.0,83.333,1,0.0,0.0,4000.0,130.107234,29.700051,12
C18157,M,1369.504264,1603.8,1.0,0.0,0.0,1.0,12,,0.0,1300.0,1591.602315,1278.329537,12
C15692,M,200.574081,675.9,1.0,0.0,0.0,0.416667,8,,0.0,7500.0,753.502654,308.604961,12
C12002,M,-662.022698,280.0,0.875,2276.320971,2.0,0.125,1,,0.25,3000.0,1914.038297,129.180504,8
C13341,,42.996921,230.04,1.0,0.0,0.0,0.25,4,,0.0,200.0,187.489678,186.703736,12
C13167,F,1360.795674,0.0,1.0,462.861443,6.0,0.0,0,,0.272727,1500.0,303.031979,443.781316,11
C14754,M,41.25567,297.4,0.454545,0.0,0.0,0.25,5,0.25,0.0,6000.0,595.460601,173.255085,12
C18377,F,6.260598,35.0,0.545455,18.280043,1.0,0.083333,1,0.083333,0.083333,1000.0,110.318859,59.475914,12
C16058,F,2713.833113,317.62,1.0,225.464718,1.0,0.833333,10,,0.083333,4500.0,665.76969,754.751563,12
C13255,,7293.108794,0.0,1.0,1877.531533,4.0,0.0,0?ñ,,0.333333,8500.0,1816.195475,1659.404676,
C14977,,42.755706,350.94,0.545455,0.0,0.0,0.25,9,,0.0,5000.0,1191.823088,195.006921,12
C17610,M,75.244732,623.3,1.0,0.0,0.0,1.0,19,,0.0,4500.0,579.531266,162.562704,12
C11381,,4359.126852,0.0,1.0,647.542041,4.0,0.0,0,0.0,0.333333,4500.0,972.402021,1340.320342,12
C14340,F,5.196923,68.02,0.545455,0.0,0.0,0.5,6,0.0,0.0,4000.0,125.516216,97.363421,12
C15034,,4746.953711,0.0,0.909091,939.38774,10.0,0.0,0,,0.454545,11000.0,1257.708437,1029.681413,11
C14566,M,2024.263677,56.0,0.875,4086.268496,10.0,0.125,1,0.125,0.5,2500.0,375.558603,413.255193,8
C14171,,293.614532,839.61,0.857143,2018.794348,12.0,0.714286,11,,0.857143,3000.0,2585.110269,102.177146,
C10473,M,87.442862,786.32,0.818182,0.0,0.0,0.636364,7,0.090909,0.0,7500.0,881.284581,97.186371,11
C18723,,161.442459,1767.61,1.0,0.0,0.0,1.0,20,,0.0,2000.0,1688.46643,176.27937,-12
C11338,M,3950.9879,699.44,1.0,444.077396,3000.0,1.0,13,1.0,0.166667,4000.0,994.405792,1817.698864,12
C13507,,63.169044,806.71,1.0,0.0,0.0,1.0,14,,0.0,7500.0,705.485115,148.199188,12
C12736,,32.915398,192.99,0.727273,0.0,0.0,0.333333,??,0.083333,0.0,6000.0,153.983501,137.922744,12
C11796,,1118.086877,128.8,1.0,0.0,0.0,0.166667,2,,0.0,1200.0,277.766526,436.577474,
C13544,M,11.736675,119.28,1.0,0.0,0.0,1.0,12,0.0,0.0,1700.0,115.257036,92.166894,12
C18490,,597.184048,517.0,1.0,2446.857321,2.0,0.5,6,0.0,0.166667,1500.0,2119.840291,373.020675,12
C16190,,214.592814,0.0,0.363636,1306.528549,3.0,0.0,0,0.0,0.083333,3000.0,28.36165,79.103048,12
C18907,,115.327148,1042.4,0.363636,0.0,0.0,0.25,4,,0.0,2000.0,1918.062101,89.164921,12
C17805,M,733.100601,0.0,0.714286,1588.05231,4.0,0.0,0,0.0,0.428571,1500.0,582.050862,200.248315,7
C13815,M,30.186422,345.99,0.909091,0.0,0.0,0.666667,15,,0.0,9000.0,99.876601,149.179856,12
C15930,,202.08047,190.96,1.0,0.0,0.0,0.25,3,0.0,,1000.0,156.408373,173.016455,12
C15432,,1143.333419,0.0,1.0,267.402242,1.0,0.0,0,0.0,0.083333,2500.0,588.789066,289.050092,12
C15711,,26.157304,318.41,0.818182,0.0,0.0,0.75,11,,0.0,5000.0,240.474518,154.2101,12
C13250,,226.35396,2455.75,0.909091,0.0,0.0,0.75,17,0.666667,0.0,6000.0,1999.316204,162.122511,12
C15883,,525.918697,522.2,0.909091,1748.234165,10.0,1.0,18,,0.583333,2500.0,2609.937964,155.337674,12
C15543,F,40.247238,0.0,0.181818,909.480894,2.0,0.0,0,0.0,0.083333,1500.0,3578.648701,69.271137,12
C13837,,1128.38317,0.0,1.0,74.22288,2.0,0.0,0,0.0,0.166667,1200.0,285.277888,300.062626,12
C11803,F,108.548004,1099.19,1.0,0.0,0.0,1.0,25,0.583333,0.0,4000.0,1181.316469,174.477061,12
C18572,,26.143768,0.0,0.363636,490.493,4.0,0.0,0,,0.090909,1000.0,1132.076982,42.063009,11
C17650,M,617.999607,387.7,1.0,684.8408,1.0,0.833333,??,0.166667,0.083333,1200.0,1723.350971,332.043275,12
C17694,,1405.988009,1839.0,1.0,1684.658063,4.0,1.0,27,,0.25,1800.0,3603.302652,1249.17396,12
C12452,M,-63.064197,1176.93,1.0,0.0,0.0,1.0,23,0.0,0.0,7500.0,1319.009967,64.517961,12
C11298,,939.102758,0.0,0.363636,3470.939551,4.0,0.0,0,0.0,0.166667,4000.0,501.827788,855.39844,12
C13832,F,40.467471,553.48,1.0,0.0,0.0,1.0,18,0.0,0.0,11500.0,532.936499,176.388863,12
C17091,,347.251558,210.8,1.0,0.0,0.0,0.833333,10,,0.0,2500.0,193.95584,183.60963,12
C12979,,11.759081,100.94,0.181818,0.0,0.0,0.166667,2,,0.0,6000.0,567.062237,134.693402,12
C16113,,765.109593,0.0,1.0,457.076354,3.0,0.0,0,,0.25,1200.0,269.369459,271.528169,12
C16790,M,905.771358,116.15,1.0,0.0,0.0,0.166667,3,0.083333,0.0,1000.0,267.661028,199.189378,12
C17942,F,4.326857,100.12,0.545455,0.0,0.0,0.75,9?ñ,0.0,0.0,4000.0,123.485948,61.021667,12
C16942,M,1386.949394,227.56,1.0,960.590608,6.0,0.083333,2,,0.083333,3000.0,319.354,388.368299,12
C11332,F,5858.617133,2761.41,1.0,0.0,0.0,1.0,24,0.666667,0.0,11000.0,1919.207449,1365.627377,12
C13434,,3592.56906,0.0,1.0,1286.356207,5.0,0.0,0,0.0,0.333333,4500.0,820.438917,1048.73584,12
C13993,,4285.123888,4235.03,1.0,0.0,0.0,0.833333,29,0.833333,0.0,10000.0,1660.32858,1243.967283,12
C14910,,1669.128355,0.0,1.0,335.056814,2.0,0.0,0,0.0,0.166667,1800.0,528.612762,607.334479,12
C13273,,1839.93046,26.12,1.0,158.971239,1.0,0.083333,1,,0.083333,1950.0,525.947589,627.660656,12
C13405,,1592.974511,0.0,1.0,147.114012,5.0,0.0,0,,0.333333,1700.0,326.19924,484.066784,-9
C14568,M,1592.354384,736.26,1.0,3120.093926,6.0,0.833333,11,,0.416667,6000.0,3636.148663,336.850732,12
C16714,,92.859389,468.96,1.0,0.0,0.0,1.0,??,,0.0,1000.0,348.784045,87.169565,6
C13056,,1083.787792,110.0,1.0,342.027342,7.0,0.083333,1,0.083333,0.333333,1200.0,504.434613,438.752592,12
C11439,,2837.112414,0.0,1.0,99.965503,1.0,0.0,0,0.0,0.083333,8000.0,660.781751,803.189729,12
C15723,M,1032.823341,1540.06,1.0,0.0,0.0,1.0,28,0.916667,0.0,4000.0,3846.028003,322.506371,12
C15020,M,38.013028,469.62,1.0,0.0,0.0,0.833333,12,,0.0,4000.0,744.854844,68.98672,12
C10071,F,3990.523579,263.5,1.0,0.0,0.0,0.666667,8,,0.0,6000.0,6876.836205,1001.607366,12
C13816,,6943.433775,3513.64,1.0,0.0,0.0,0.833333,7,,0.0,8000.0,879.211422,804.71261,6
C11480,F,-58.949864,2074.57,1.0,0.0,0.0,0.916667,25,,0.0,6000.0,1694.490864,138.951551,12
C16840,M,23.083392,447.96,0.454545,0.0,0.0,1.0,18,0.0,0.0,1500.0,287.049312,42.058028,12
C18622,F,-1060.010246,0.0,1.0,78.971459,1.0,0.0,0,0.0,0.1,1200.0,233.54579,257.022991,10
C11865,M,2021.641161,363.18,1.0,0.0?ñ,0.0,1.0,13,1.0,0.0,2000.0,704.24077,795.859808,12
C10356,,17.356961,390.0,0.454545,0.0,0.0,0.5,7,0.083333,0.0,2000.0,302.454171,74.667401,12
C10567,M,76.93561,277.0,0.833333,0.0,0.0,0.333333,2,,0.0,8500.0,814.605178,109.433095,6
C14680,F,217.10156,2953.03,0.818182,0.0,0.0,0.166667,3,0.166667,0.0,5000.0,3123.296573,118.209566,12
C16077,F,636.20672,1514.8,1.0,0.0,0.0,0.5,9,,0.0,1500.0,1340.645745,309.272904,12
C19038,,29.057803,163.4,1.0,0.0,0.0,1.0,10,0.0,0.0,1500.0,110.737985,134.58759,10
C16906,M,2989.558429,0.0,1.0,4172.785661,15.0,0.0,0,,0.583333,6000.0,894.936707,1083.032123,12
C11608,M,1052.127315,354.48,1.0,0.0,0.0,1.0,12,0.0,0.0,1000.0,571.417096,1618.201652,12
C15529,,21.187313,319.41,0.272727,0.0,0.0,0.25,??,,0.0,6000.0,135.546054,29.013477,12
C16296,,540.020858,612.23,1.0,1708.923217,10.0,0.666667,10?ñ,0.166667,0.333333,2000.0,1642.068707,419.956251,12
C12376,,1055.369866,0.0,0.545455,3776.644822,2.0,0.0,0,0.0,0.166667,6000.0,2924.470714,195.294122,12
C15058,M,1871.597836,3220.25,1.0,2367.006699,15.0,0.833333,28,0.166667,0.416667,5500.0,448.564207,559.391166,12
C15170,,2.880247,250.0,0.181818,0.0,0.0,0.083333,1,0.083333,0.0,2000.0,1401.222628,159.142575,12?ñ
